MonthYear_Date,ActionGeo_CountryCode,count
201607,MU,3197
201601,RB,3468
201601,MC,696
201601,PS,219
201611,BH,3893
201706,UV,1411
201504,DR,3008
201507,AN,129
201503,GL,836
201505,NC,203
201701,DO,629
201704,PU,105
201601,PF,254
201512,SV,133
201701,NT,12
201511,MQ,13
201508,MR,1307
201508,RQ,3434
201608,PO,6845
201608,WE,7139
201506,JA,50430
201708,ID,21460
201603,SZ,27832
201706,MJ,1115
201602,JO,16417
201509,CI,8460
201509,EI,48898
201606,PL,22347
201606,HO,2914
201602,RO,7606
201703,TK,19
201701,BC,2998
201602,LH,3329
201601,AC,924
201512,GZ,2095
201610,LT,1283
201709,UV,828
201708,RB,2930
201509,CW,630
201507,MN,1709
201607,SY,84306
201705,RB,2996
201605,ES,2460
201605,PP,3902
201612,,136912
201704,FK,106
201607,TZ,14166
201607,SG,2130
201504,AU,10185
201601,WE,15749
201610,DA,10066
201608,CJ,1356
201706,RM,536
201608,DO,463
201708,DO,256
201506,KE,26896
201601,MH,69
201504,SV,261
201506,VC,395
201702,SM,31
201708,JQ,3
201508,LE,21769
201701,CD,3830
201702,YM,28202
201703,JE,6318
201512,HA,4607
201707,TW,8942
201706,CJ,720
201701,EK,1505
201611,FJ,6338
201606,KE,42533
201605,OS,4236
201612,PK,106045
201509,TZ,7066
201610,CU,19478
201511,IV,1586
201508,BN,3137
201707,LA,2291
201511,HU,8440
201605,SF,78537
201709,TI,1672
201608,BX,7215
201610,BF,7677
201607,CN,100
201504,NG,4156
201509,NC,124
201506,CD,7765
201610,KR,316
201604,PA,524
201604,SB,5
201510,CQ,40
201502,PF,9
201503,WF,2
201502,CQ,2
201508,UG,17601
201502,AF,20640
201502,RO,2850
201702,WE,10711
201611,AR,8047
201603,MZ,6391
201707,BF,5171
201707,CD,3254
201702,IC,2803
201510,AU,22136
201509,NU,1287
201610,IR,64101
201606,SA,35598
201704,LU,2008
201709,IC,1952
201603,VQ,678
201506,AF,47626
201606,GZ,1812
201703,MG,1301
201610,SG,2139
201708,GI,683
201608,FK,82
201708,GL,946
201510,IR,84599
201709,MG,1323
201504,US,1692807
201505,CH,145337
201505,,129491
201601,SW,23264
201611,AN,53
201704,SE,1328
201709,LH,1809
201708,TP,24
201507,NE,47
201601,AN,49
201606,PC,72
201609,WQ,4
